,active
2014-10-05 00:21:50+01:00,510.217
2014-10-05 00:22:00+01:00,510.108
2014-10-05 00:22:10+01:00,510.211
2014-10-05 00:22:20+01:00,510.17
2014-10-05 00:22:30+01:00,511.232
2014-10-05 00:22:40+01:00,509.409
2014-10-05 00:22:50+01:00,509.621
2014-10-05 00:23:00+01:00,508.95
2014-10-05 00:23:10+01:00,508.694
2014-10-05 00:23:20+01:00,509.368
2014-10-05 00:23:30+01:00,508.362
2014-10-05 00:23:40+01:00,509.173
2014-10-05 00:23:50+01:00,508.377
2014-10-05 00:24:00+01:00,509.052
2014-10-05 00:24:10+01:00,509.656
2014-10-05 00:24:20+01:00,509.745
2014-10-05 00:24:30+01:00,510.414
2014-10-05 00:24:40+01:00,510.665
2014-10-05 00:24:50+01:00,510.408
2014-10-05 00:25:00+01:00,510.266
2014-10-05 00:25:10+01:00,510.486
2014-10-05 00:25:20+01:00,509.835
2014-10-05 00:25:30+01:00,508.463
2014-10-05 00:25:40+01:00,508.913
2014-10-05 00:25:50+01:00,508.28
2014-10-05 00:26:00+01:00,508.79102
2014-10-05 00:26:10+01:00,508.532
2014-10-05 00:26:20+01:00,507.734
2014-10-05 00:26:30+01:00,507.564
2014-10-05 00:26:40+01:00,508.092
2014-10-05 00:26:50+01:00,508.608
2014-10-05 00:27:00+01:00,508.372
2014-10-05 00:27:10+01:00,508.168
2014-10-05 00:27:20+01:00,508.699
2014-10-05 00:27:30+01:00,508.292
2014-10-05 00:27:40+01:00,508.076
2014-10-05 00:27:50+01:00,507.966
2014-10-05 00:28:00+01:00,508.12
2014-10-05 00:28:10+01:00,507.941
2014-10-05 00:28:20+01:00,507.431
2014-10-05 00:28:30+01:00,506.055
2014-10-05 00:28:40+01:00,506.066
2014-10-05 00:28:50+01:00,506.624
2014-10-05 00:29:00+01:00,505.721
2014-10-05 00:29:10+01:00,506.223
2014-10-05 00:29:20+01:00,505.499
2014-10-05 00:29:30+01:00,505.839
2014-10-05 00:29:40+01:00,505.673
2014-10-05 00:29:50+01:00,505.239
2014-10-05 00:30:00+01:00,505.201
2014-10-05 00:30:10+01:00,506.515
2014-10-05 00:30:20+01:00,506.796
2014-10-05 00:30:30+01:00,506.881
2014-10-05 00:30:40+01:00,507.29498
2014-10-05 00:30:50+01:00,507.858
2014-10-05 00:31:00+01:00,507.733
2014-10-05 00:31:10+01:00,507.538
2014-10-05 00:31:20+01:00,508.232
2014-10-05 00:31:30+01:00,507.745
2014-10-05 00:31:40+01:00,506.587
2014-10-05 00:31:50+01:00,507.379
2014-10-05 00:32:00+01:00,507.235
2014-10-05 00:32:10+01:00,506.62
2014-10-05 00:32:20+01:00,506.823
2014-10-05 00:32:30+01:00,507.592
2014-10-05 00:32:40+01:00,509.351
2014-10-05 00:32:50+01:00,507.703
2014-10-05 00:33:00+01:00,507.598
2014-10-05 00:33:10+01:00,507.59
2014-10-05 00:33:20+01:00,506.885
2014-10-05 00:33:30+01:00,507.555
2014-10-05 00:33:40+01:00,507.196
2014-10-05 00:33:50+01:00,507.178
2014-10-05 00:34:00+01:00,507.784
2014-10-05 00:34:10+01:00,507.147
2014-10-05 00:34:20+01:00,507.481
2014-10-05 00:34:30+01:00,507.221
2014-10-05 00:34:40+01:00,507.496
2014-10-05 00:34:50+01:00,506.886
2014-10-05 00:35:00+01:00,506.403
2014-10-05 00:35:10+01:00,506.289
2014-10-05 00:35:20+01:00,506.934
2014-10-05 00:35:30+01:00,507.76898
2014-10-05 00:35:40+01:00,508.23898
2014-10-05 00:35:50+01:00,508.394
2014-10-05 00:36:00+01:00,508.192
2014-10-05 00:36:10+01:00,507.671
2014-10-05 00:36:20+01:00,507.954
2014-10-05 00:36:30+01:00,507.93
2014-10-05 00:36:40+01:00,508.358
2014-10-05 00:36:50+01:00,507.868
2014-10-05 00:37:00+01:00,508.593
2014-10-05 00:37:10+01:00,507.99
2014-10-05 00:37:20+01:00,507.883
2014-10-05 00:37:30+01:00,509.63
2014-10-05 00:37:40+01:00,513.221
2014-10-05 00:37:50+01:00,514.981
2014-10-05 00:38:00+01:00,517.133
2014-10-05 00:38:10+01:00,518.473
2014-10-05 00:38:20+01:00,519.2818
2014-10-05 00:38:30+01:00,528.37555
2014-10-05 00:38:40+01:00,539.70184
2014-10-05 00:38:50+01:00,540.447
2014-10-05 00:39:00+01:00,541.737
2014-10-05 00:39:10+01:00,541.057
2014-10-05 00:39:20+01:00,542.437
2014-10-05 00:39:30+01:00,542.773
2014-10-05 00:39:40+01:00,542.651
2014-10-05 00:39:50+01:00,542.31396
2014-10-05 00:40:00+01:00,541.506
2014-10-05 00:40:10+01:00,541.572
2014-10-05 00:40:20+01:00,537.884
2014-10-05 00:40:30+01:00,522.58
2014-10-05 00:40:40+01:00,522.987
2014-10-05 00:40:50+01:00,523.015
2014-10-05 00:41:00+01:00,522.927
2014-10-05 00:41:10+01:00,523.161
2014-10-05 00:41:20+01:00,522.686
2014-10-05 00:41:30+01:00,522.74
2014-10-05 00:41:40+01:00,523.83
2014-10-05 00:41:50+01:00,522.236
2014-10-05 00:42:00+01:00,522.084
2014-10-05 00:42:10+01:00,522.435
2014-10-05 00:42:20+01:00,523.009
2014-10-05 00:42:30+01:00,521.612
2014-10-05 00:42:40+01:00,521.728
2014-10-05 00:42:50+01:00,521.607
2014-10-05 00:43:00+01:00,521.808
2014-10-05 00:43:10+01:00,521.3
2014-10-05 00:43:20+01:00,520.836
2014-10-05 00:43:30+01:00,521.225
2014-10-05 00:43:40+01:00,521.433
2014-10-05 00:43:50+01:00,521.34204
2014-10-05 00:44:00+01:00,520.896
2014-10-05 00:44:10+01:00,520.371
2014-10-05 00:44:20+01:00,520.078
2014-10-05 00:44:30+01:00,520.67303
2014-10-05 00:44:40+01:00,520.98
2014-10-05 00:44:50+01:00,533.665
2014-10-05 00:45:00+01:00,525.498
2014-10-05 00:45:10+01:00,520.385
2014-10-05 00:45:20+01:00,519.85803
2014-10-05 00:45:30+01:00,519.73
2014-10-05 00:45:40+01:00,519.562
2014-10-05 00:45:50+01:00,519.454
2014-10-05 00:46:00+01:00,519.47797
2014-10-05 00:46:10+01:00,519.411
2014-10-05 00:46:20+01:00,519.617
2014-10-05 00:46:30+01:00,519.88904
2014-10-05 00:46:40+01:00,519.874
2014-10-05 00:46:50+01:00,520.285
2014-10-05 00:47:00+01:00,531.649
2014-10-05 00:47:10+01:00,524.631
2014-10-05 00:47:20+01:00,520.851
2014-10-05 00:47:30+01:00,520.672
2014-10-05 00:47:40+01:00,521.174
2014-10-05 00:47:50+01:00,2470.042
2014-10-05 00:48:00+01:00,2989.137
2014-10-05 00:48:10+01:00,2978.159
2014-10-05 00:48:20+01:00,3002.488
2014-10-05 00:48:30+01:00,3002.241
2014-10-05 00:48:40+01:00,3005.094
2014-10-05 00:48:50+01:00,3006.922
2014-10-05 00:49:00+01:00,3009.956
2014-10-05 00:49:10+01:00,3007.643
2014-10-05 00:49:20+01:00,3010.552
2014-10-05 00:49:30+01:00,3012.112
2014-10-05 00:49:40+01:00,3020.263
2014-10-05 00:49:50+01:00,3017.475
2014-10-05 00:50:00+01:00,3004.9111
2014-10-05 00:50:10+01:00,3007.286
2014-10-05 00:50:20+01:00,3004.249
2014-10-05 00:50:30+01:00,3007.084
2014-10-05 00:50:40+01:00,977.058
2014-10-05 00:50:50+01:00,544.084
2014-10-05 00:51:00+01:00,543.702
2014-10-05 00:51:10+01:00,543.262
2014-10-05 00:51:20+01:00,543.519
2014-10-05 00:51:30+01:00,543.469
2014-10-05 00:51:40+01:00,543.509
2014-10-05 00:51:50+01:00,543.185
2014-10-05 00:52:00+01:00,542.633
2014-10-05 00:52:10+01:00,542.027
2014-10-05 00:52:20+01:00,542.822
2014-10-05 00:52:30+01:00,542.578
2014-10-05 00:52:40+01:00,542.98
2014-10-05 00:52:50+01:00,540.755
2014-10-05 00:53:00+01:00,541.13
2014-10-05 00:53:10+01:00,508.296
2014-10-05 00:53:20+01:00,461.581
2014-10-05 00:53:30+01:00,437.134
2014-10-05 00:53:40+01:00,2149.299
2014-10-05 00:53:50+01:00,2238.089
2014-10-05 00:54:00+01:00,489.538
2014-10-05 00:54:10+01:00,489.822
2014-10-05 00:54:20+01:00,493.389
2014-10-05 00:54:30+01:00,494.456
2014-10-05 00:54:40+01:00,492.072
2014-10-05 00:54:50+01:00,489.07
2014-10-05 00:55:00+01:00,488.799
2014-10-05 00:55:10+01:00,431.727
2014-10-05 00:55:20+01:00,420.46298
2014-10-05 00:55:30+01:00,421.431
2014-10-05 00:55:40+01:00,422.23
2014-10-05 00:55:50+01:00,423.424
2014-10-05 00:56:00+01:00,423.886
2014-10-05 00:56:10+01:00,422.98502
2014-10-05 00:56:20+01:00,422.309
2014-10-05 00:56:30+01:00,422.34302
2014-10-05 00:56:40+01:00,422.30798
2014-10-05 00:56:50+01:00,422.213
2014-10-05 00:57:00+01:00,421.518
2014-10-05 00:57:10+01:00,421.39502
2014-10-05 00:57:20+01:00,421.176
2014-10-05 00:57:30+01:00,420.873
2014-10-05 00:57:40+01:00,419.9
2014-10-05 00:57:50+01:00,419.637
2014-10-05 00:58:00+01:00,419.82
2014-10-05 00:58:10+01:00,419.385
2014-10-05 00:58:20+01:00,419.166
2014-10-05 00:58:30+01:00,419.319
2014-10-05 00:58:40+01:00,418.093
2014-10-05 00:58:50+01:00,418.232
2014-10-05 00:59:00+01:00,417.449
2014-10-05 00:59:10+01:00,417.002
2014-10-05 00:59:20+01:00,416.753
2014-10-05 00:59:30+01:00,416.361
2014-10-05 00:59:40+01:00,417.765
2014-10-05 00:59:50+01:00,416.021
2014-10-05 01:00:00+01:00,416.199
2014-10-05 01:00:10+01:00,416.21
2014-10-05 01:00:20+01:00,416.376
2014-10-05 01:00:30+01:00,415.65698
2014-10-05 01:00:40+01:00,415.046
2014-10-05 01:00:50+01:00,414.357
2014-10-05 01:01:00+01:00,414.611
2014-10-05 01:01:10+01:00,414.16602
2014-10-05 01:01:20+01:00,413.883
2014-10-05 01:01:30+01:00,413.631
2014-10-05 01:01:40+01:00,413.324
2014-10-05 01:01:50+01:00,423.47302
2014-10-05 01:02:00+01:00,435.835
2014-10-05 01:02:10+01:00,435.925
2014-10-05 01:02:20+01:00,436.042
2014-10-05 01:02:30+01:00,435.304
2014-10-05 01:02:40+01:00,435.569
2014-10-05 01:02:50+01:00,435.362
2014-10-05 01:03:00+01:00,435.29
2014-10-05 01:03:10+01:00,433.99
2014-10-05 01:03:20+01:00,412.73364
2014-10-05 01:03:30+01:00,412.6611
2014-10-05 01:03:40+01:00,412.30453
2014-10-05 01:03:50+01:00,412.693
2014-10-05 01:04:00+01:00,412.769
2014-10-05 01:04:10+01:00,412.695
2014-10-05 01:04:20+01:00,413.198
2014-10-05 01:04:30+01:00,412.885
2014-10-05 01:04:40+01:00,429.844
2014-10-05 01:04:50+01:00,432.298
2014-10-05 01:05:00+01:00,432.451
2014-10-05 01:05:10+01:00,431.911
2014-10-05 01:05:20+01:00,431.806
2014-10-05 01:05:30+01:00,431.849
2014-10-05 01:05:40+01:00,430.486
2014-10-05 01:05:50+01:00,429.897
2014-10-05 01:06:00+01:00,429.894
2014-10-05 01:06:10+01:00,430.552
2014-10-05 01:06:20+01:00,430.238
2014-10-05 01:06:30+01:00,430.206
2014-10-05 01:06:40+01:00,429.143
2014-10-05 01:06:50+01:00,428.57098
2014-10-05 01:07:00+01:00,424.767
2014-10-05 01:07:10+01:00,410.634
2014-10-05 01:07:20+01:00,410.264
2014-10-05 01:07:30+01:00,410.327
2014-10-05 01:07:40+01:00,410.875
2014-10-05 01:07:50+01:00,411.163
2014-10-05 01:08:00+01:00,411.552
2014-10-05 01:08:10+01:00,411.442
2014-10-05 01:08:20+01:00,411.903
2014-10-05 01:08:30+01:00,411.763
2014-10-05 01:08:40+01:00,414.47598
2014-10-05 01:08:50+01:00,412.877
2014-10-05 01:09:00+01:00,424.658
2014-10-05 01:09:10+01:00,432.407
2014-10-05 01:09:20+01:00,432.753
2014-10-05 01:09:30+01:00,431.878
2014-10-05 01:09:40+01:00,432.224
2014-10-05 01:09:50+01:00,432.523
2014-10-05 01:10:00+01:00,431.651
2014-10-05 01:10:10+01:00,431.646
2014-10-05 01:10:20+01:00,431.493
2014-10-05 01:10:30+01:00,431.55902
2014-10-05 01:10:40+01:00,431.766
2014-10-05 01:10:50+01:00,451.03
2014-10-05 01:11:00+01:00,453.961
2014-10-05 01:11:10+01:00,452.76
2014-10-05 01:11:20+01:00,422.653
2014-10-05 01:11:30+01:00,432.074
2014-10-05 01:11:40+01:00,431.841
2014-10-05 01:11:50+01:00,408.223
2014-10-05 01:12:00+01:00,401.388
2014-10-05 01:12:10+01:00,401.752
2014-10-05 01:12:20+01:00,401.859
2014-10-05 01:12:30+01:00,401.854
2014-10-05 01:12:40+01:00,401.816
2014-10-05 01:12:50+01:00,401.968
2014-10-05 01:13:00+01:00,402.613
2014-10-05 01:13:10+01:00,402.409
2014-10-05 01:13:20+01:00,402.173
2014-10-05 01:13:30+01:00,401.79102
2014-10-05 01:13:40+01:00,401.269
2014-10-05 01:13:50+01:00,401.85602
2014-10-05 01:14:00+01:00,401.598
2014-10-05 01:14:10+01:00,401.469
2014-10-05 01:14:20+01:00,401.344
2014-10-05 01:14:30+01:00,401.983
2014-10-05 01:14:40+01:00,401.45
2014-10-05 01:14:50+01:00,401.489
2014-10-05 01:15:00+01:00,401.642
2014-10-05 01:15:10+01:00,412.997
2014-10-05 01:15:20+01:00,466.815
2014-10-05 01:15:30+01:00,465.39
2014-10-05 01:15:40+01:00,466.188
2014-10-05 01:15:50+01:00,465.615
2014-10-05 01:16:00+01:00,465.579
2014-10-05 01:16:10+01:00,465.754
2014-10-05 01:16:20+01:00,466.893
2014-10-05 01:16:30+01:00,471.758
2014-10-05 01:16:40+01:00,465.242
2014-10-05 01:16:50+01:00,468.999
2014-10-05 01:17:00+01:00,483.947
2014-10-05 01:17:10+01:00,483.784
2014-10-05 01:17:20+01:00,467.845
2014-10-05 01:17:30+01:00,466.068
2014-10-05 01:17:40+01:00,467.189
2014-10-05 01:17:50+01:00,465.406
2014-10-05 01:18:00+01:00,472.397
2014-10-05 01:18:10+01:00,479.69202
2014-10-05 01:18:20+01:00,492.624
2014-10-05 01:18:30+01:00,492.785
2014-10-05 01:18:40+01:00,493.883
2014-10-05 01:18:50+01:00,494.483
2014-10-05 01:19:00+01:00,493.963
2014-10-05 01:19:10+01:00,494.394
2014-10-05 01:19:20+01:00,494.78198
2014-10-05 01:19:30+01:00,494.56
2014-10-05 01:19:40+01:00,494.46
2014-10-05 01:19:50+01:00,492.095
2014-10-05 01:20:00+01:00,475.762
2014-10-05 01:20:10+01:00,475.31702
2014-10-05 01:20:20+01:00,475.631
2014-10-05 01:20:30+01:00,469.685
2014-10-05 01:20:40+01:00,465.002
2014-10-05 01:20:50+01:00,465.444
2014-10-05 01:21:00+01:00,464.877
2014-10-05 01:21:10+01:00,464.538
2014-10-05 01:21:20+01:00,464.853
2014-10-05 01:21:30+01:00,464.642
2014-10-05 01:21:40+01:00,464.173
2014-10-05 01:21:50+01:00,464.71
2014-10-05 01:22:00+01:00,464.406
2014-10-05 01:22:10+01:00,475.404
2014-10-05 01:22:20+01:00,482.894
2014-10-05 01:22:30+01:00,480.848
2014-10-05 01:22:40+01:00,471.975
2014-10-05 01:22:50+01:00,465.035
2014-10-05 01:23:00+01:00,465.474
2014-10-05 01:23:10+01:00,465.884
2014-10-05 01:23:20+01:00,465.835
2014-10-05 01:23:30+01:00,465.768
2014-10-05 01:23:40+01:00,466.001
2014-10-05 01:23:50+01:00,466.213
2014-10-05 01:24:00+01:00,466.094
2014-10-05 01:24:10+01:00,465.826
2014-10-05 01:24:20+01:00,466.145
2014-10-05 01:24:30+01:00,465.553
2014-10-05 01:24:40+01:00,465.693
2014-10-05 01:24:50+01:00,465.526
2014-10-05 01:25:00+01:00,466.105
2014-10-05 01:25:10+01:00,466.06702
2014-10-05 01:25:20+01:00,466.22
2014-10-05 01:25:30+01:00,466.891
2014-10-05 01:25:40+01:00,467.147
2014-10-05 01:25:50+01:00,466.97202
2014-10-05 01:26:00+01:00,466.924
2014-10-05 01:26:10+01:00,467.019
2014-10-05 01:26:20+01:00,467.448
2014-10-05 01:26:30+01:00,467.25198
2014-10-05 01:26:40+01:00,467.024
2014-10-05 01:26:50+01:00,468.128
2014-10-05 01:27:00+01:00,484.836
2014-10-05 01:27:10+01:00,469.72363
2014-10-05 01:27:20+01:00,467.84555
2014-10-05 01:27:30+01:00,468.04
2014-10-05 01:27:40+01:00,467.909
2014-10-05 01:27:50+01:00,467.687
2014-10-05 01:28:00+01:00,467.375
2014-10-05 01:28:10+01:00,467.704
2014-10-05 01:28:20+01:00,467.932
2014-10-05 01:28:30+01:00,467.685
2014-10-05 01:28:40+01:00,467.907
2014-10-05 01:28:50+01:00,468.30798
2014-10-05 01:29:00+01:00,468.222
2014-10-05 01:29:10+01:00,468.155
2014-10-05 01:29:20+01:00,468.443
2014-10-05 01:29:30+01:00,468.107
2014-10-05 01:29:40+01:00,467.964
2014-10-05 01:29:50+01:00,467.934
2014-10-05 01:30:00+01:00,467.896
2014-10-05 01:30:10+01:00,468.019
2014-10-05 01:30:20+01:00,467.717
2014-10-05 01:30:30+01:00,467.647
2014-10-05 01:30:40+01:00,467.375
2014-10-05 01:30:50+01:00,467.434
2014-10-05 01:31:00+01:00,467.352
2014-10-05 01:31:10+01:00,467.134
2014-10-05 01:31:20+01:00,467.256
2014-10-05 01:31:30+01:00,467.14398
2014-10-05 01:31:40+01:00,465.908
2014-10-05 01:31:50+01:00,465.771
2014-10-05 01:32:00+01:00,465.571
2014-10-05 01:32:10+01:00,465.503
2014-10-05 01:32:20+01:00,465.577
2014-10-05 01:32:30+01:00,466.588
2014-10-05 01:32:40+01:00,474.277
2014-10-05 01:32:50+01:00,465.78198
2014-10-05 01:33:00+01:00,466.111
2014-10-05 01:33:10+01:00,465.59
2014-10-05 01:33:20+01:00,465.403
2014-10-05 01:33:30+01:00,465.589
2014-10-05 01:33:40+01:00,465.218
2014-10-05 01:33:50+01:00,465.872
2014-10-05 01:34:00+01:00,465.599
2014-10-05 01:34:10+01:00,466.061
2014-10-05 01:34:20+01:00,468.655
2014-10-05 01:34:30+01:00,468.375
2014-10-05 01:34:40+01:00,468.776
2014-10-05 01:34:50+01:00,468.436
2014-10-05 01:35:00+01:00,467.316
2014-10-05 01:35:10+01:00,467.934
2014-10-05 01:35:20+01:00,467.993
2014-10-05 01:35:30+01:00,467.831
2014-10-05 01:35:40+01:00,467.512
2014-10-05 01:35:50+01:00,467.826
2014-10-05 01:36:00+01:00,467.786
2014-10-05 01:36:10+01:00,467.73
2014-10-05 01:36:20+01:00,467.801
2014-10-05 01:36:30+01:00,468.079
2014-10-05 01:36:40+01:00,468.037
2014-10-05 01:36:50+01:00,468.116
2014-10-05 01:37:00+01:00,468.096
2014-10-05 01:37:10+01:00,468.15698
2014-10-05 01:37:20+01:00,468.124
2014-10-05 01:37:30+01:00,468.384
2014-10-05 01:37:40+01:00,467.98
2014-10-05 01:37:50+01:00,467.90698
2014-10-05 01:38:00+01:00,468.392
2014-10-05 01:38:10+01:00,468.104
2014-10-05 01:38:20+01:00,469.169
2014-10-05 01:38:30+01:00,468.899
2014-10-05 01:38:40+01:00,469.343
2014-10-05 01:38:50+01:00,469.672
2014-10-05 01:39:00+01:00,469.437
2014-10-05 01:39:10+01:00,469.753
2014-10-05 01:39:20+01:00,482.051
2014-10-05 01:39:30+01:00,488.18
2014-10-05 01:39:40+01:00,487.798
2014-10-05 01:39:50+01:00,487.349
2014-10-05 01:40:00+01:00,488.124
2014-10-05 01:40:10+01:00,471.112
2014-10-05 01:40:20+01:00,481.393
2014-10-05 01:40:30+01:00,488.066
2014-10-05 01:40:40+01:00,487.79
2014-10-05 01:40:50+01:00,488.562
2014-10-05 01:41:00+01:00,488.758
2014-10-05 01:41:10+01:00,484.085
2014-10-05 01:41:20+01:00,471.594
2014-10-05 01:41:30+01:00,471.429
2014-10-05 01:41:40+01:00,475.73
2014-10-05 01:41:50+01:00,471.45398
2014-10-05 01:42:00+01:00,470.502
2014-10-05 01:42:10+01:00,470.654
2014-10-05 01:42:20+01:00,470.607
2014-10-05 01:42:30+01:00,470.753
2014-10-05 01:42:40+01:00,481.786
2014-10-05 01:42:50+01:00,470.332
2014-10-05 01:43:00+01:00,470.728
2014-10-05 01:43:10+01:00,470.697
2014-10-05 01:43:20+01:00,470.54102
2014-10-05 01:43:30+01:00,470.00198
2014-10-05 01:43:40+01:00,469.948
2014-10-05 01:43:50+01:00,470.16602
2014-10-05 01:44:00+01:00,469.802
2014-10-05 01:44:10+01:00,469.844
2014-10-05 01:44:20+01:00,469.969
2014-10-05 01:44:30+01:00,469.811
2014-10-05 01:44:40+01:00,470.135
2014-10-05 01:44:50+01:00,470.622
2014-10-05 01:45:00+01:00,470.184
2014-10-05 01:45:10+01:00,470.269
2014-10-05 01:45:20+01:00,470.583
2014-10-05 01:45:30+01:00,470.40802
2014-10-05 01:45:40+01:00,469.9
2014-10-05 01:45:50+01:00,469.564
2014-10-05 01:46:00+01:00,470.328
2014-10-05 01:46:10+01:00,469.783
2014-10-05 01:46:20+01:00,469.429
2014-10-05 01:46:30+01:00,469.336
2014-10-05 01:46:40+01:00,469.317
2014-10-05 01:46:50+01:00,469.319
2014-10-05 01:47:00+01:00,469.239
2014-10-05 01:47:10+01:00,469.687
2014-10-05 01:47:20+01:00,502.087
2014-10-05 01:47:30+01:00,502.47
2014-10-05 01:47:40+01:00,502.919
2014-10-05 01:47:50+01:00,478.182
2014-10-05 01:48:00+01:00,477.182
2014-10-05 01:48:10+01:00,477.545
2014-10-05 01:48:20+01:00,473.04498
2014-10-05 01:48:30+01:00,473.812
2014-10-05 01:48:40+01:00,478.049
2014-10-05 01:48:50+01:00,526.472
2014-10-05 01:49:00+01:00,608.556
2014-10-05 01:49:10+01:00,600.456
2014-10-05 01:49:20+01:00,601.349
2014-10-05 01:49:30+01:00,600.557
2014-10-05 01:49:40+01:00,600.7391
2014-10-05 01:49:50+01:00,600.6067
2014-10-05 01:50:00+01:00,600.678
2014-10-05 01:50:10+01:00,600.074
